benchmark,family,result,time,memory,conflict,decision,stage
ball_count_1d_plain.01.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.01.seq_lazy_global_2,hycomp,sat,0.01,18.21,3.0,4.0,9.0
ball_count_1d_plain.01.seq_lazy_global_3,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.01.seq_lazy_global_4,hycomp,sat,0.01,18.2,3.0,7.0,12.0
ball_count_1d_plain.01.seq_lazy_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.01.seq_lazy_global_6,hycomp,sat,0.01,18.27,36.0,49.0,73.0
ball_count_1d_plain.01.seq_lazy_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.01.seq_lazy_global_8,hycomp,sat,0.03,18.39,96.0,131.0,167.0
ball_count_1d_plain.01.seq_lazy_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_10,hycomp,sat,0.2,18.5,1037.0,1370.0,1128.0
ball_count_1d_plain.01.seq_lazy_lemmas_global_11,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_12,hycomp,timeout,1199.97,256.24,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_13,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_14,hycomp,timeout,1199.99,177.26,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_15,hycomp,unsat,0.01,18.53,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_2,hycomp,sat,0.01,18.2,26.0,23.0,28.0
ball_count_1d_plain.01.seq_lazy_lemmas_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_4,hycomp,sat,0.01,18.29,49.0,75.0,62.0
ball_count_1d_plain.01.seq_lazy_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_6,hycomp,sat,0.03,18.3,193.0,254.0,250.0
ball_count_1d_plain.01.seq_lazy_lemmas_global_7,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.01.seq_lazy_lemmas_global_8,hycomp,sat,0.2,18.43,605.0,761.0,650.0
ball_count_1d_plain.01.seq_lazy_lemmas_global_9,hycomp,unsat,0.0,18.35,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_10,hycomp,sat,0.08,18.42,243.0,299.0,347.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_12,hycomp,sat,0.14,18.49,363.0,432.0,641.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_13,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_14,hycomp,sat,0.9,18.58,1026.0,1144.0,1242.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_15,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_2,hycomp,sat,0.0,18.21,3.0,4.0,9.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_3,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_4,hycomp,sat,0.01,18.2,3.0,7.0,12.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_6,hycomp,sat,0.01,18.27,36.0,49.0,73.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_8,hycomp,sat,0.05,18.39,96.0,131.0,167.0
ball_count_1d_plain.01.seq_lazy_linear_enc_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.0,18.12,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_10,hycomp,sat,0.17,18.49,312.0,399.0,408.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.01,18.41,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_12,hycomp,sat,0.24,18.56,409.0,472.0,648.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_14,hycomp,sat,0.28,18.64,318.0,316.0,768.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.01,18.51,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_2,hycomp,sat,0.01,18.21,3.0,6.0,9.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_4,hycomp,sat,0.01,18.23,3.0,9.0,12.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_6,hycomp,sat,0.02,18.3,49.0,70.0,83.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_8,hycomp,sat,0.04,18.46,120.0,139.0,191.0
ball_count_1d_plain.01.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.0,18.35,0,0,0
ball_count_1d_plain.02.qfree_global_0,hycomp,unsat,0.0,18.02,0,0,0
ball_count_1d_plain.02.qfree_global_10,hycomp,timeout,1199.98,225.17,0,0,0
ball_count_1d_plain.02.qfree_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.02.qfree_global_12,hycomp,timeout,1199.98,145.75,0,0,0
ball_count_1d_plain.02.qfree_global_13,hycomp,unsat,0.0,18.39,0,0,0
ball_count_1d_plain.02.qfree_global_14,hycomp,timeout,1199.98,658.94,0,0,0
ball_count_1d_plain.02.qfree_global_15,hycomp,unsat,0.0,18.44,0,0,0
ball_count_1d_plain.02.qfree_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.qfree_global_2,hycomp,unsat,0.0,18.12,6.0,14.0,3.0
ball_count_1d_plain.02.qfree_global_3,hycomp,unsat,0.0,18.12,0,0,0
ball_count_1d_plain.02.qfree_global_4,hycomp,sat,0.01,18.22,43.0,55.0,55.0
ball_count_1d_plain.02.qfree_global_5,hycomp,unsat,0.0,18.19,0,0,0
ball_count_1d_plain.02.qfree_global_6,hycomp,sat,0.23,18.24,321.0,386.0,175.0
ball_count_1d_plain.02.qfree_global_7,hycomp,unsat,0.0,18.23,0,0,0
ball_count_1d_plain.02.qfree_global_8,hycomp,sat,2.14,18.49,2812.0,3631.0,1012.0
ball_count_1d_plain.02.qfree_global_9,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.02.redlog_global_0,hycomp,unsat,0.0,18.02,0,0,0
ball_count_1d_plain.02.redlog_global_10,hycomp,timeout,1199.97,6799.03,0,0,0
ball_count_1d_plain.02.redlog_global_11,hycomp,unsat,0.0,18.4,0,0,0
ball_count_1d_plain.02.redlog_global_12,hycomp,timeout,1199.97,214.33,0,0,0
ball_count_1d_plain.02.redlog_global_13,hycomp,unsat,0.0,18.47,0,0,0
ball_count_1d_plain.02.redlog_global_14,hycomp,timeout,1199.98,103.38,0,0,0
ball_count_1d_plain.02.redlog_global_15,hycomp,unsat,0.01,18.51,0,0,0
ball_count_1d_plain.02.redlog_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.redlog_global_2,hycomp,unsat,0.0,18.2,6.0,20.0,3.0
ball_count_1d_plain.02.redlog_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.redlog_global_4,hycomp,sat,0.04,18.28,174.0,187.0,168.0
ball_count_1d_plain.02.redlog_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.redlog_global_6,hycomp,sat,0.2,18.35,651.0,714.0,462.0
ball_count_1d_plain.02.redlog_global_7,hycomp,unsat,0.0,18.31,0,0,0
ball_count_1d_plain.02.redlog_global_8,hycomp,sat,28.41,18.89,11793.0,15681.0,3851.0
ball_count_1d_plain.02.redlog_global_9,hycomp,unsat,0.0,18.33,0,0,0
ball_count_1d_plain.02.seq_lazy_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.02.seq_lazy_global_10,hycomp,sat,6.79,18.56,3310.0,4716.0,1595.0
ball_count_1d_plain.02.seq_lazy_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.02.seq_lazy_global_12,hycomp,sat,803.44,19.67,33503.0,50054.0,8438.0
ball_count_1d_plain.02.seq_lazy_global_13,hycomp,unsat,0.0,18.4,0,0,0
ball_count_1d_plain.02.seq_lazy_global_14,hycomp,timeout,1199.97,28990.04,0,0,0
ball_count_1d_plain.02.seq_lazy_global_15,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.02.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.seq_lazy_global_2,hycomp,unsat,0.0,18.11,6.0,8.0,3.0
ball_count_1d_plain.02.seq_lazy_global_3,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.02.seq_lazy_global_4,hycomp,unsat,0.02,18.21,89.0,98.0,120.0
ball_count_1d_plain.02.seq_lazy_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.02.seq_lazy_global_6,hycomp,sat,0.02,18.28,103.0,96.0,183.0
ball_count_1d_plain.02.seq_lazy_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.02.seq_lazy_global_8,hycomp,sat,0.08,18.39,287.0,313.0,358.0
ball_count_1d_plain.02.seq_lazy_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_0,hycomp,unsat,0.0,18.12,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_10,hycomp,sat,9.01,18.7,6496.0,9197.0,2728.0
ball_count_1d_plain.02.seq_lazy_lemmas_global_11,hycomp,unsat,0.01,18.41,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_12,hycomp,timeout,1199.96,61.72,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_13,hycomp,unsat,0.01,18.46,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_14,hycomp,timeout,1199.96,7364.76,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_15,hycomp,unsat,0.01,18.53,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_2,hycomp,unsat,0.01,18.2,12.0,32.0,6.0
ball_count_1d_plain.02.seq_lazy_lemmas_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_4,hycomp,unsat,0.04,18.23,273.0,323.0,265.0
ball_count_1d_plain.02.seq_lazy_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_6,hycomp,sat,0.2,18.31,548.0,748.0,645.0
ball_count_1d_plain.02.seq_lazy_lemmas_global_7,hycomp,unsat,0.0,18.27,0,0,0
ball_count_1d_plain.02.seq_lazy_lemmas_global_8,hycomp,sat,0.17,18.42,636.0,786.0,825.0
ball_count_1d_plain.02.seq_lazy_lemmas_global_9,hycomp,unsat,0.0,18.35,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_10,hycomp,sat,7.07,18.56,3310.0,4716.0,1595.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_12,hycomp,sat,778.07,19.67,33503.0,50054.0,8438.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_13,hycomp,unsat,0.0,18.4,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_14,hycomp,timeout,1199.96,30359.8,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_15,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_2,hycomp,unsat,0.0,18.11,6.0,8.0,3.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_3,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_4,hycomp,unsat,0.02,18.21,89.0,98.0,120.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_6,hycomp,sat,0.02,18.28,103.0,96.0,183.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_8,hycomp,sat,0.08,18.39,287.0,313.0,358.0
ball_count_1d_plain.02.seq_lazy_linear_enc_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_10,hycomp,sat,8.07,18.63,3776.0,5296.0,1837.0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout,1199.96,1940.41,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,1199.97,334.86,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.01,18.51,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.01,18.2,6.0,8.0,3.0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.02,18.2,92.0,99.0,124.0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_6,hycomp,sat,0.03,18.34,170.0,188.0,263.0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_8,hycomp,sat,0.09,18.45,306.0,325.0,394.0
ball_count_1d_plain.02.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.0,18.35,0,0,0
ball_count_1d_plain.03.qfree_global_0,hycomp,unsat,0.0,18.02,0,0,0
ball_count_1d_plain.03.qfree_global_10,hycomp,sat,511.39,20.06,36586.0,49802.0,9604.0
ball_count_1d_plain.03.qfree_global_11,hycomp,unsat,0.08,18.46,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_12,hycomp,timeout,1199.97,410.4,0,0,0
ball_count_1d_plain.03.qfree_global_13,hycomp,unsat,0.17,18.53,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_14,hycomp,timeout,1199.97,176.39,0,0,0
ball_count_1d_plain.03.qfree_global_15,hycomp,unsat,0.67,18.6,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.qfree_global_2,hycomp,unsat,0.0,18.11,7.0,14.0,3.0
ball_count_1d_plain.03.qfree_global_3,hycomp,unsat,0.01,18.21,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_4,hycomp,unsat,0.01,18.2,119.0,180.0,103.0
ball_count_1d_plain.03.qfree_global_5,hycomp,unsat,0.01,18.22,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_6,hycomp,sat,0.27,18.34,511.0,621.0,297.0
ball_count_1d_plain.03.qfree_global_7,hycomp,unsat,0.02,18.34,4.0,6.0,0
ball_count_1d_plain.03.qfree_global_8,hycomp,sat,42.53,18.57,3059.0,3905.0,1247.0
ball_count_1d_plain.03.qfree_global_9,hycomp,unsat,0.03,18.39,4.0,6.0,0
ball_count_1d_plain.03.redlog_global_0,hycomp,unsat,0,18.02,0,0,0
ball_count_1d_plain.03.redlog_global_10,hycomp,timeout,1199.97,936.26,0,0,0
ball_count_1d_plain.03.redlog_global_11,hycomp,unsat,0.12,18.52,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_12,hycomp,timeout,1199.96,339.74,0,0,0
ball_count_1d_plain.03.redlog_global_13,hycomp,unsat,0.26,18.59,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_14,hycomp,timeout,1199.95,92.54,0,0,0
ball_count_1d_plain.03.redlog_global_15,hycomp,unsat,0.83,18.69,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.redlog_global_2,hycomp,unsat,0.0,18.2,6.0,19.0,3.0
ball_count_1d_plain.03.redlog_global_3,hycomp,unsat,0.01,18.22,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_4,hycomp,unsat,0.1,18.22,489.0,576.0,355.0
ball_count_1d_plain.03.redlog_global_5,hycomp,unsat,0.01,18.3,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_6,hycomp,sat,1158.69,18.42,1349.0,1531.0,869.0
ball_count_1d_plain.03.redlog_global_7,hycomp,unsat,0.05,18.33,2.0,3.0,0
ball_count_1d_plain.03.redlog_global_8,hycomp,sat,19.13,18.95,11436.0,14743.0,4020.0
ball_count_1d_plain.03.redlog_global_9,hycomp,unsat,0.06,18.43,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.03.seq_lazy_global_10,hycomp,timeout,1199.97,46.42,0,0,0
ball_count_1d_plain.03.seq_lazy_global_11,hycomp,unsat,0.08,18.47,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_12,hycomp,timeout,1200.89,87.15,0,0,0
ball_count_1d_plain.03.seq_lazy_global_13,hycomp,unsat,0.18,18.55,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_14,hycomp,timeout,1199.97,112.46,0,0,0
ball_count_1d_plain.03.seq_lazy_global_15,hycomp,unsat,0.68,18.64,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.seq_lazy_global_2,hycomp,unsat,0.0,18.11,6.0,7.0,3.0
ball_count_1d_plain.03.seq_lazy_global_3,hycomp,unsat,0.01,18.2,4.0,6.0,0
ball_count_1d_plain.03.seq_lazy_global_4,hycomp,unsat,0.02,18.21,119.0,151.0,145.0
ball_count_1d_plain.03.seq_lazy_global_5,hycomp,unsat,0.01,18.29,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_6,hycomp,unsat,0.1,18.25,583.0,758.0,533.0
ball_count_1d_plain.03.seq_lazy_global_7,hycomp,unsat,0.02,18.3,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_global_8,hycomp,unsat,8.33,18.48,7764.0,10530.0,3636.0
ball_count_1d_plain.03.seq_lazy_global_9,hycomp,unsat,0.04,18.45,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_10,hycomp,timeout,1199.97,109.48,0,0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_11,hycomp,unsat,0.14,18.56,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_12,hycomp,timeout,1199.97,80.98,0,0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_13,hycomp,unsat,0.37,18.64,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_14,hycomp,timeout,1199.97,83.04,0,0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_15,hycomp,unsat,0.62,18.74,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_2,hycomp,unsat,0.01,18.21,13.0,29.0,6.0
ball_count_1d_plain.03.seq_lazy_lemmas_global_3,hycomp,unsat,0.01,18.2,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_4,hycomp,unsat,0.02,18.27,187.0,306.0,187.0
ball_count_1d_plain.03.seq_lazy_lemmas_global_5,hycomp,unsat,0.02,18.3,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_6,hycomp,unsat,0.17,18.33,1285.0,1642.0,921.0
ball_count_1d_plain.03.seq_lazy_lemmas_global_7,hycomp,unsat,0.03,18.41,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_lemmas_global_8,hycomp,unsat,26.55,18.71,13080.0,17646.0,5966.0
ball_count_1d_plain.03.seq_lazy_lemmas_global_9,hycomp,unsat,0.07,18.45,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_10,hycomp,timeout,1199.95,42.87,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_11,hycomp,unsat,0.11,18.47,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_12,hycomp,timeout,1199.97,89.77,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_13,hycomp,unsat,0.18,18.55,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_14,hycomp,timeout,1199.95,110.54,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_15,hycomp,unsat,0.79,18.64,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_2,hycomp,unsat,0.0,18.11,6.0,7.0,3.0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_3,hycomp,unsat,0.01,18.2,4.0,6.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_4,hycomp,unsat,0.02,18.21,119.0,151.0,145.0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_5,hycomp,unsat,0.01,18.29,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_6,hycomp,unsat,0.11,18.25,583.0,758.0,533.0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_7,hycomp,unsat,0.02,18.3,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_8,hycomp,unsat,8.15,18.48,7764.0,10530.0,3636.0
ball_count_1d_plain.03.seq_lazy_linear_enc_global_9,hycomp,unsat,0.04,18.45,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout,1199.98,47.65,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.13,18.53,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout,1199.98,65.71,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.27,18.62,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,1199.96,112.19,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.84,18.71,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.01,18.2,7.0,8.0,3.0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.01,18.22,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.02,18.2,123.0,153.0,151.0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.02,18.3,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.19,18.32,689.0,816.0,588.0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.03,18.33,2.0,3.0,0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,4.98,18.51,6108.0,7815.0,3380.0
ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.07,18.45,2.0,3.0,0
ball_count_1d_plain.04.qfree_global_0,hycomp,unsat,0,18.02,0,0,0
ball_count_1d_plain.04.qfree_global_10,hycomp,timeout,1199.97,278.85,0,0,0
ball_count_1d_plain.04.qfree_global_11,hycomp,unsat,0.08,18.46,7.0,8.0,0
ball_count_1d_plain.04.qfree_global_12,hycomp,timeout,1199.97,488.03,0,0,0
ball_count_1d_plain.04.qfree_global_13,hycomp,unsat,0.17,18.53,7.0,8.0,0
ball_count_1d_plain.04.qfree_global_14,hycomp,timeout,1199.97,100.09,0,0,0
ball_count_1d_plain.04.qfree_global_15,hycomp,unsat,0.67,18.61,7.0,8.0,0
ball_count_1d_plain.04.qfree_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.04.qfree_global_2,hycomp,unsat,0.0,18.1,5.0,12.0,2.0
ball_count_1d_plain.04.qfree_global_3,hycomp,unsat,0.01,18.21,10.0,10.0,0
ball_count_1d_plain.04.qfree_global_4,hycomp,unsat,0.01,18.2,100.0,172.0,75.0
ball_count_1d_plain.04.qfree_global_5,hycomp,unsat,0.01,18.21,7.0,8.0,0
ball_count_1d_plain.04.qfree_global_6,hycomp,unsat,0.28,18.33,1034.0,1532.0,476.0
ball_count_1d_plain.04.qfree_global_7,hycomp,unsat,0.02,18.34,7.0,8.0,0
ball_count_1d_plain.04.qfree_global_8,hycomp,timeout,1199.96,120.17,0,0,0
