benchmark,family,result,time,memory,conflict,decision,stage
ball_count_1d_plain.04.seq_lazy_global_15,hycomp,unsat,0.69,18.64,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.04.seq_lazy_global_2,hycomp,unsat,0.0,18.21,9.0,12.0,2.0
ball_count_1d_plain.04.seq_lazy_global_3,hycomp,unsat,0.01,18.21,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_global_4,hycomp,unsat,0.02,18.22,145.0,163.0,83.0
ball_count_1d_plain.04.seq_lazy_global_5,hycomp,unsat,0.01,18.29,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_global_6,hycomp,unsat,454.09,18.25,3047.0,2843.0,1040.0
ball_count_1d_plain.04.seq_lazy_global_7,hycomp,unsat,0.02,18.31,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_global_8,hycomp,timeout,1199.98,50.18,0,0,0
ball_count_1d_plain.04.seq_lazy_global_9,hycomp,unsat,0.04,18.4,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_10,hycomp,timeout,1199.98,40.37,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_11,hycomp,unsat,0.15,18.56,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_12,hycomp,timeout,1199.98,120.19,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_13,hycomp,unsat,0.32,18.64,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_14,hycomp,timeout,1199.98,175.25,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_15,hycomp,unsat,0.63,18.74,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_2,hycomp,unsat,0.01,18.21,17.0,30.0,4.0
ball_count_1d_plain.04.seq_lazy_lemmas_global_3,hycomp,unsat,0.01,18.2,7.0,8.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_4,hycomp,unsat,0.03,18.2,286.0,457.0,157.0
ball_count_1d_plain.04.seq_lazy_lemmas_global_5,hycomp,unsat,0.02,18.3,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_6,hycomp,unsat,1.14,18.31,4880.0,5422.0,1518.0
ball_count_1d_plain.04.seq_lazy_lemmas_global_7,hycomp,unsat,0.03,18.33,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_8,hycomp,timeout,1199.98,51.07,0,0,0
ball_count_1d_plain.04.seq_lazy_lemmas_global_9,hycomp,unsat,0.07,18.46,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_10,hycomp,timeout,1199.99,206.65,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_11,hycomp,unsat,0.08,18.49,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_12,hycomp,timeout,1199.98,147.84,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_13,hycomp,unsat,0.18,18.56,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_14,hycomp,timeout,1199.97,134.13,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_15,hycomp,unsat,0.69,18.64,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_2,hycomp,unsat,0.0,18.11,9.0,12.0,2.0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_3,hycomp,unsat,0.01,18.21,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_4,hycomp,unsat,0.02,18.22,145.0,163.0,83.0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_5,hycomp,unsat,0.01,18.29,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_6,hycomp,unsat,452.92,18.25,3047.0,2843.0,1040.0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_7,hycomp,unsat,0.02,18.31,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_8,hycomp,timeout,1199.98,50.07,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_global_9,hycomp,unsat,0.04,18.45,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout,1199.98,108.27,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.14,18.55,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout,1199.99,36.47,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.28,18.63,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,1199.98,156.87,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.84,18.7,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.12,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.01,18.2,5.0,8.0,2.0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.01,18.21,7.0,8.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.04,18.2,221.0,231.0,124.0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.01,18.3,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,1.46,18.3,3309.0,3171.0,1119.0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.03,18.39,10.0,10.0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_8,hycomp,timeout,1199.98,47.13,0,0,0
ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.07,18.46,10.0,10.0,0
ball_count_1d_plain.05.qfree_global_0,hycomp,unsat,0,18.02,0,0,0
ball_count_1d_plain.05.qfree_global_10,hycomp,timeout,1199.98,61.67,0,0,0
ball_count_1d_plain.05.qfree_global_11,hycomp,unsat,0.08,18.49,10.0,9.0,0
ball_count_1d_plain.05.qfree_global_12,hycomp,timeout,1199.99,152.19,0,0,0
ball_count_1d_plain.05.qfree_global_13,hycomp,unsat,0.18,18.54,10.0,9.0,0
ball_count_1d_plain.05.qfree_global_14,hycomp,timeout,1199.98,29.48,0,0,0
ball_count_1d_plain.05.qfree_global_15,hycomp,unsat,0.68,18.64,10.0,9.0,0
ball_count_1d_plain.05.qfree_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.qfree_global_2,hycomp,unsat,0.0,18.11,8.0,13.0,2.0
ball_count_1d_plain.05.qfree_global_3,hycomp,unsat,0.01,18.21,12.0,20.0,0
ball_count_1d_plain.05.qfree_global_4,hycomp,unsat,0.02,18.19,105.0,188.0,76.0
ball_count_1d_plain.05.qfree_global_5,hycomp,unsat,0.01,18.21,10.0,9.0,0
ball_count_1d_plain.05.qfree_global_6,hycomp,unsat,13.09,18.31,2634.0,2773.0,676.0
ball_count_1d_plain.05.qfree_global_7,hycomp,unsat,0.02,18.31,10.0,9.0,0
ball_count_1d_plain.05.qfree_global_8,hycomp,timeout,1199.99,63.77,0,0,0
ball_count_1d_plain.05.qfree_global_9,hycomp,unsat,0.04,18.39,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.05.redlog_global_10,hycomp,timeout,1199.98,653.15,0,0,0
ball_count_1d_plain.05.redlog_global_11,hycomp,unsat,0.12,18.54,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_12,hycomp,timeout,1199.98,62.12,0,0,0
ball_count_1d_plain.05.redlog_global_13,hycomp,unsat,0.27,18.62,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_14,hycomp,timeout,1199.97,61.56,0,0,0
ball_count_1d_plain.05.redlog_global_15,hycomp,unsat,0.83,18.7,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.redlog_global_2,hycomp,unsat,0.0,18.2,8.0,17.0,2.0
ball_count_1d_plain.05.redlog_global_3,hycomp,unsat,0.01,18.22,13.0,12.0,0
ball_count_1d_plain.05.redlog_global_4,hycomp,unsat,0.05,18.2,232.0,256.0,191.0
ball_count_1d_plain.05.redlog_global_5,hycomp,unsat,0.01,18.3,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_6,hycomp,timeout,1199.98,126.52,0,0,0
ball_count_1d_plain.05.redlog_global_7,hycomp,unsat,0.03,18.4,10.0,9.0,0
ball_count_1d_plain.05.redlog_global_8,hycomp,timeout,1199.98,155.09,0,0,0
ball_count_1d_plain.05.redlog_global_9,hycomp,unsat,0.06,18.45,10.0,9.0,0
ball_count_1d_plain.05.seq_lazy_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.05.seq_lazy_global_10,hycomp,timeout,1200.47,261.06,0,0,0
ball_count_1d_plain.05.seq_lazy_global_11,hycomp,unsat,0.09,18.51,25.0,87.0,0
ball_count_1d_plain.05.seq_lazy_global_12,hycomp,timeout,1199.98,155.57,0,0,0
ball_count_1d_plain.05.seq_lazy_global_13,hycomp,unsat,0.18,18.56,25.0,102.0,0
ball_count_1d_plain.05.seq_lazy_global_14,hycomp,timeout,1199.98,261.02,0,0,0
ball_count_1d_plain.05.seq_lazy_global_15,hycomp,unsat,0.68,18.65,37.0,129.0,0
ball_count_1d_plain.05.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_global_2,hycomp,unsat,0.0,18.2,10.0,11.0,2.0
ball_count_1d_plain.05.seq_lazy_global_3,hycomp,unsat,0.01,18.21,12.0,14.0,0
ball_count_1d_plain.05.seq_lazy_global_4,hycomp,unsat,0.02,18.19,162.0,191.0,91.0
ball_count_1d_plain.05.seq_lazy_global_5,hycomp,unsat,0.01,18.29,13.0,30.0,0
ball_count_1d_plain.05.seq_lazy_global_6,hycomp,unsat,0.31,18.27,1176.0,1078.0,544.0
ball_count_1d_plain.05.seq_lazy_global_7,hycomp,unsat,0.02,18.37,18.0,50.0,0
ball_count_1d_plain.05.seq_lazy_global_8,hycomp,timeout,1199.98,48.7,0,0,0
ball_count_1d_plain.05.seq_lazy_global_9,hycomp,unsat,0.04,18.45,18.0,65.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_0,hycomp,unsat,0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_10,hycomp,timeout,1200.02,50.06,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_11,hycomp,unsat,0.14,18.57,25.0,159.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_12,hycomp,timeout,1199.98,130.11,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_13,hycomp,unsat,0.33,18.66,31.0,198.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_14,hycomp,timeout,1199.97,170.18,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_15,hycomp,unsat,0.62,18.76,38.0,238.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_2,hycomp,unsat,0.01,18.21,14.0,27.0,4.0
ball_count_1d_plain.05.seq_lazy_lemmas_global_3,hycomp,unsat,0.01,18.21,10.0,9.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_4,hycomp,unsat,0.04,18.2,307.0,508.0,167.0
ball_count_1d_plain.05.seq_lazy_lemmas_global_5,hycomp,unsat,0.02,18.28,13.0,54.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_6,hycomp,timeout,1199.98,44.25,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_7,hycomp,unsat,0.03,18.36,18.0,92.0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_8,hycomp,timeout,1199.98,59.51,0,0,0
ball_count_1d_plain.05.seq_lazy_lemmas_global_9,hycomp,unsat,0.07,18.47,19.0,120.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_10,hycomp,timeout,1199.98,260.96,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_11,hycomp,unsat,0.08,18.51,25.0,87.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_12,hycomp,timeout,1199.98,158.21,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_13,hycomp,unsat,0.18,18.56,25.0,102.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_14,hycomp,timeout,1199.98,261.02,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_15,hycomp,unsat,0.68,18.65,37.0,129.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_2,hycomp,unsat,0.0,18.2,10.0,11.0,2.0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_3,hycomp,unsat,0.01,18.21,12.0,14.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_4,hycomp,unsat,0.02,18.19,162.0,191.0,91.0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_5,hycomp,unsat,0.01,18.29,13.0,30.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_6,hycomp,unsat,0.31,18.27,1176.0,1078.0,544.0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_7,hycomp,unsat,0.02,18.32,18.0,50.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_8,hycomp,timeout,1199.98,48.7,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_global_9,hycomp,unsat,0.04,18.45,18.0,65.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout,1199.98,61.65,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.13,18.55,19.0,81.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout,1199.98,60.43,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.28,18.64,25.0,102.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,1199.98,140.94,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.86,18.72,31.0,123.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.01,18.21,6.0,7.0,2.0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.01,18.21,10.0,9.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.04,18.2,237.0,252.0,132.0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.01,18.26,13.0,30.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_6,hycomp,timeout,1199.99,38.09,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.03,18.4,18.0,50.0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_8,hycomp,timeout,1199.98,34.27,0,0,0
ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.07,18.46,19.0,66.0,0
ball_count_1d_plain.10.qfree_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.qfree_global_10,hycomp,timeout,1199.98,282.89,0,0,0
ball_count_1d_plain.10.qfree_global_11,hycomp,unsat,0.0,18.33,0,0,0
ball_count_1d_plain.10.qfree_global_12,hycomp,timeout,1199.98,150.79,0,0,0
ball_count_1d_plain.10.qfree_global_13,hycomp,unsat,0.0,18.39,0,0,0
ball_count_1d_plain.10.qfree_global_14,hycomp,timeout,1200.01,68.51,0,0,0
ball_count_1d_plain.10.qfree_global_15,hycomp,unsat,0.0,18.44,0,0,0
ball_count_1d_plain.10.qfree_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.qfree_global_2,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.qfree_global_3,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.10.qfree_global_4,hycomp,unsat,0.01,18.22,49.0,59.0,50.0
ball_count_1d_plain.10.qfree_global_5,hycomp,unsat,0.0,18.19,0,0,0
ball_count_1d_plain.10.qfree_global_6,hycomp,unsat,16.81,18.22,2545.0,2502.0,661.0
ball_count_1d_plain.10.qfree_global_7,hycomp,unsat,0.0,18.23,0,0,0
ball_count_1d_plain.10.qfree_global_8,hycomp,timeout,1199.98,40.03,0,0,0
ball_count_1d_plain.10.qfree_global_9,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.10.redlog_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.redlog_global_10,hycomp,timeout,1199.98,184.57,0,0,0
ball_count_1d_plain.10.redlog_global_11,hycomp,unsat,0.0,18.4,0,0,0
ball_count_1d_plain.10.redlog_global_12,hycomp,timeout,1201.36,496.01,0,0,0
ball_count_1d_plain.10.redlog_global_13,hycomp,unsat,0.0,18.47,0,0,0
ball_count_1d_plain.10.redlog_global_14,hycomp,timeout,1199.98,63.62,0,0,0
ball_count_1d_plain.10.redlog_global_15,hycomp,unsat,0.01,18.5,0,0,0
ball_count_1d_plain.10.redlog_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.redlog_global_2,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.redlog_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.redlog_global_4,hycomp,unsat,0.02,18.2,95.0,79.0,101.0
ball_count_1d_plain.10.redlog_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.redlog_global_6,hycomp,timeout,1199.99,76.09,0,0,0
ball_count_1d_plain.10.redlog_global_7,hycomp,unsat,0.0,18.31,0,0,0
ball_count_1d_plain.10.redlog_global_8,hycomp,timeout,1199.98,42.96,0,0,0
ball_count_1d_plain.10.redlog_global_9,hycomp,unsat,0.0,18.33,0,0,0
ball_count_1d_plain.10.seq_lazy_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.seq_lazy_global_10,hycomp,timeout,1199.98,42.28,0,0,0
ball_count_1d_plain.10.seq_lazy_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.10.seq_lazy_global_12,hycomp,timeout,1199.98,141.73,0,0,0
ball_count_1d_plain.10.seq_lazy_global_13,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.10.seq_lazy_global_14,hycomp,timeout,1199.99,346.87,0,0,0
ball_count_1d_plain.10.seq_lazy_global_15,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.10.seq_lazy_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.seq_lazy_global_2,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.seq_lazy_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_global_4,hycomp,unsat,0.01,18.21,100.0,106.0,75.0
ball_count_1d_plain.10.seq_lazy_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.10.seq_lazy_global_6,hycomp,timeout,1199.98,29.82,0,0,0
ball_count_1d_plain.10.seq_lazy_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.10.seq_lazy_global_8,hycomp,timeout,1199.98,25.29,0,0,0
ball_count_1d_plain.10.seq_lazy_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_10,hycomp,timeout,1199.98,101.99,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_11,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_12,hycomp,timeout,1199.98,242.94,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_13,hycomp,unsat,0.0,18.48,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_14,hycomp,timeout,1199.99,140.56,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_15,hycomp,unsat,0.01,18.53,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_1,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_2,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_4,hycomp,unsat,0.03,18.21,211.0,298.0,147.0
ball_count_1d_plain.10.seq_lazy_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_6,hycomp,timeout,1199.98,44.17,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_7,hycomp,unsat,0.0,18.32,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_8,hycomp,timeout,1199.98,40.3,0,0,0
ball_count_1d_plain.10.seq_lazy_lemmas_global_9,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_10,hycomp,timeout,1199.98,38.79,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_11,hycomp,unsat,0.0,18.34,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_12,hycomp,timeout,1200.0,141.11,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_13,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_14,hycomp,timeout,1199.98,346.71,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_15,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_1,hycomp,unsat,0,18.11,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_2,hycomp,unsat,0.0,18.11,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_3,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_4,hycomp,unsat,0.01,18.21,100.0,106.0,75.0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_5,hycomp,unsat,0.0,18.2,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_6,hycomp,timeout,1199.98,29.52,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_7,hycomp,unsat,0.0,18.24,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_8,hycomp,timeout,1199.99,25.29,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_global_9,hycomp,unsat,0.0,18.3,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0,18.12,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout,1199.98,86.87,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.0,18.41,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout,1199.98,35.16,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.0,18.46,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,1199.97,333.86,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.01,18.51,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.0,18.12,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.0,18.22,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.03,18.22,214.0,232.0,134.0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.0,18.21,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_6,hycomp,timeout,1199.98,38.07,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.0,18.28,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_8,hycomp,timeout,1199.99,30.97,0,0,0
ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.0,18.34,0,0,0
ball_count_2d_hill.01.redlog_global_0,hycomp,unsat,0.0,18.22,0,0,0
ball_count_2d_hill.01.redlog_global_10,hycomp,sat,0.15,19.2,204.0,233.0,353.0
ball_count_2d_hill.01.redlog_global_11,hycomp,unsat,0.01,18.99,0,0,0
ball_count_2d_hill.01.redlog_global_12,hycomp,sat,0.18,19.44,237.0,281.0,441.0
ball_count_2d_hill.01.redlog_global_13,hycomp,unsat,0.01,19.14,0,0,0
ball_count_2d_hill.01.redlog_global_14,hycomp,sat,0.2,19.61,303.0,398.0,560.0
ball_count_2d_hill.01.redlog_global_15,hycomp,unsat,0.01,19.28,0,0,0
ball_count_2d_hill.01.redlog_global_1,hycomp,unsat,0.0,18.31,0,0,0
ball_count_2d_hill.01.redlog_global_2,hycomp,sat,0.08,18.43,145.0,79.0,117.0
ball_count_2d_hill.01.redlog_global_3,hycomp,unsat,0.0,18.41,0,0,0
ball_count_2d_hill.01.redlog_global_4,hycomp,sat,0.11,18.67,154.0,101.0,159.0
ball_count_2d_hill.01.redlog_global_5,hycomp,unsat,0.01,18.56,0,0,0
ball_count_2d_hill.01.redlog_global_6,hycomp,sat,0.13,18.93,167.0,161.0,214.0
ball_count_2d_hill.01.redlog_global_7,hycomp,unsat,0.01,18.8,0,0,0
ball_count_2d_hill.01.redlog_global_8,hycomp,sat,0.15,19.16,195.0,199.0,293.0
ball_count_2d_hill.01.redlog_global_9,hycomp,unsat,0.01,18.93,0,0,0
ball_count_2d_hill.01.seq_lazy_global_0,hycomp,unsat,0,18.11,0,0,0
