benchmark,family,result,time,memory
ball_count_2d_plain.04.qfree_global_0,hycomp,unsat,0.004,5.695
ball_count_2d_plain.04.qfree_global_10,hycomp,unsat,0.04,13.738
ball_count_2d_plain.04.qfree_global_11,hycomp,unsat,0.017,7.758
ball_count_2d_plain.04.qfree_global_12,hycomp,unsat,0.057,14.988
ball_count_2d_plain.04.qfree_global_13,hycomp,unsat,0.019,8.012
ball_count_2d_plain.04.qfree_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.qfree_global_15,hycomp,unsat,0.022,8.785
ball_count_2d_plain.04.qfree_global_1,hycomp,unsat,0.004,5.699
ball_count_2d_plain.04.qfree_global_2,hycomp,unsat,0.006,6.469
ball_count_2d_plain.04.qfree_global_3,hycomp,unsat,0.009,6.469
ball_count_2d_plain.04.qfree_global_4,hycomp,unsat,0.01,8.98
ball_count_2d_plain.04.qfree_global_5,hycomp,unsat,0.01,6.723
ball_count_2d_plain.04.qfree_global_6,hycomp,unsat,0.012,8.016
ball_count_2d_plain.04.qfree_global_7,hycomp,unsat,0.012,7.238
ball_count_2d_plain.04.qfree_global_8,hycomp,unsat,0.031,12.617
ball_count_2d_plain.04.qfree_global_9,hycomp,unsat,0.014,7.242
ball_count_2d_plain.04.redlog_global_0,hycomp,unsat,0.003,5.695
ball_count_2d_plain.04.redlog_global_10,hycomp,unsat,0.059,14.352
ball_count_2d_plain.04.redlog_global_11,hycomp,unsat,0.023,8.535
ball_count_2d_plain.04.redlog_global_12,hycomp,unsat,0.07,16.141
ball_count_2d_plain.04.redlog_global_13,hycomp,unsat,0.026,9.047
ball_count_2d_plain.04.redlog_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.redlog_global_15,hycomp,unsat,0.03,9.301
ball_count_2d_plain.04.redlog_global_1,hycomp,unsat,0.004,5.953
ball_count_2d_plain.04.redlog_global_2,hycomp,unsat,0.008,6.727
ball_count_2d_plain.04.redlog_global_3,hycomp,unsat,0.009,6.727
ball_count_2d_plain.04.redlog_global_4,hycomp,unsat,0.013,8.016
ball_count_2d_plain.04.redlog_global_5,hycomp,unsat,0.013,7.242
ball_count_2d_plain.04.redlog_global_6,hycomp,unsat,0.019,8.277
ball_count_2d_plain.04.redlog_global_7,hycomp,unsat,0.016,7.5
ball_count_2d_plain.04.redlog_global_8,hycomp,unsat,0.045,13.359
ball_count_2d_plain.04.redlog_global_9,hycomp,unsat,0.017,13.355
ball_count_2d_plain.04.seq_lazy_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.04.seq_lazy_global_10,hycomp,unsat,0.033,21.598
ball_count_2d_plain.04.seq_lazy_global_11,hycomp,unsat,0.017,7.754
ball_count_2d_plain.04.seq_lazy_global_12,hycomp,unsat,0.821,25.656
ball_count_2d_plain.04.seq_lazy_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.04.seq_lazy_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.seq_lazy_global_15,hycomp,unsat,0.022,8.785
ball_count_2d_plain.04.seq_lazy_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.04.seq_lazy_global_2,hycomp,unsat,0.006,6.461
ball_count_2d_plain.04.seq_lazy_global_3,hycomp,unsat,0.007,6.469
ball_count_2d_plain.04.seq_lazy_global_4,hycomp,unsat,0.009,7.75
ball_count_2d_plain.04.seq_lazy_global_5,hycomp,unsat,0.009,6.723
ball_count_2d_plain.04.seq_lazy_global_6,hycomp,unsat,0.012,8.012
ball_count_2d_plain.04.seq_lazy_global_7,hycomp,unsat,0.011,13.344
ball_count_2d_plain.04.seq_lazy_global_8,hycomp,unsat,0.03,12.832
ball_count_2d_plain.04.seq_lazy_global_9,hycomp,unsat,0.014,7.492
ball_count_2d_plain.04.seq_lazy_lemmas_global_0,hycomp,unsat,0.006,5.691
ball_count_2d_plain.04.seq_lazy_lemmas_global_10,hycomp,unsat,0.04,13.922
ball_count_2d_plain.04.seq_lazy_lemmas_global_11,hycomp,unsat,0.019,13.352
ball_count_2d_plain.04.seq_lazy_lemmas_global_12,hycomp,unsat,0.767,26.746
ball_count_2d_plain.04.seq_lazy_lemmas_global_13,hycomp,unsat,0.024,8.785
ball_count_2d_plain.04.seq_lazy_lemmas_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.seq_lazy_lemmas_global_15,hycomp,unsat,0.026,9.039
ball_count_2d_plain.04.seq_lazy_lemmas_global_1,hycomp,unsat,0.004,5.949
ball_count_2d_plain.04.seq_lazy_lemmas_global_2,hycomp,unsat,0.007,6.465
ball_count_2d_plain.04.seq_lazy_lemmas_global_3,hycomp,unsat,0.008,6.723
ball_count_2d_plain.04.seq_lazy_lemmas_global_4,hycomp,unsat,0.011,8.012
ball_count_2d_plain.04.seq_lazy_lemmas_global_5,hycomp,unsat,0.011,6.98
ball_count_2d_plain.04.seq_lazy_lemmas_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.04.seq_lazy_lemmas_global_7,hycomp,unsat,0.015,7.492
ball_count_2d_plain.04.seq_lazy_lemmas_global_8,hycomp,unsat,0.033,13.102
ball_count_2d_plain.04.seq_lazy_lemmas_global_9,hycomp,unsat,0.017,12.199
ball_count_2d_plain.04.seq_lazy_linear_enc_global_0,hycomp,unsat,0.003,11.098
ball_count_2d_plain.04.seq_lazy_linear_enc_global_10,hycomp,unsat,0.036,13.363
ball_count_2d_plain.04.seq_lazy_linear_enc_global_11,hycomp,unsat,0.017,7.754
ball_count_2d_plain.04.seq_lazy_linear_enc_global_12,hycomp,unsat,0.856,25.75
ball_count_2d_plain.04.seq_lazy_linear_enc_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.04.seq_lazy_linear_enc_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.seq_lazy_linear_enc_global_15,hycomp,unsat,0.022,8.523
ball_count_2d_plain.04.seq_lazy_linear_enc_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.04.seq_lazy_linear_enc_global_2,hycomp,unsat,0.006,6.461
ball_count_2d_plain.04.seq_lazy_linear_enc_global_3,hycomp,unsat,0.006,7.172
ball_count_2d_plain.04.seq_lazy_linear_enc_global_4,hycomp,unsat,0.01,7.754
ball_count_2d_plain.04.seq_lazy_linear_enc_global_5,hycomp,unsat,0.009,6.723
ball_count_2d_plain.04.seq_lazy_linear_enc_global_6,hycomp,unsat,0.012,8.012
ball_count_2d_plain.04.seq_lazy_linear_enc_global_7,hycomp,unsat,0.012,6.98
ball_count_2d_plain.04.seq_lazy_linear_enc_global_8,hycomp,unsat,0.03,12.59
ball_count_2d_plain.04.seq_lazy_linear_enc_global_9,hycomp,unsat,0.014,7.492
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,0.042,13.918
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.02,8.27
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,1.002,34.242
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.023,8.781
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout,0,0
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.023,13.352
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.003,13.098
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.006,6.465
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.008,6.723
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.01,7.754
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.01,15.352
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.013,8.27
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.014,7.238
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.033,13.117
ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.017,7.754
ball_count_2d_plain.05.qfree_global_0,hycomp,unsat,0.003,5.695
ball_count_2d_plain.05.qfree_global_10,hycomp,unsat,0.034,17.609
ball_count_2d_plain.05.qfree_global_11,hycomp,unsat,0.017,7.758
ball_count_2d_plain.05.qfree_global_12,hycomp,unsat,0.041,14.164
ball_count_2d_plain.05.qfree_global_13,hycomp,unsat,0.02,8.27
ball_count_2d_plain.05.qfree_global_14,hycomp,unsat,0.055,15.379
ball_count_2d_plain.05.qfree_global_15,hycomp,unsat,0.023,8.785
ball_count_2d_plain.05.qfree_global_1,hycomp,unsat,0.004,5.695
ball_count_2d_plain.05.qfree_global_2,hycomp,unsat,0.006,6.469
ball_count_2d_plain.05.qfree_global_3,hycomp,unsat,0.008,6.469
ball_count_2d_plain.05.qfree_global_4,hycomp,unsat,0.01,7.758
ball_count_2d_plain.05.qfree_global_5,hycomp,unsat,0.011,6.727
ball_count_2d_plain.05.qfree_global_6,hycomp,unsat,0.012,8.016
ball_count_2d_plain.05.qfree_global_7,hycomp,unsat,0.013,7.238
ball_count_2d_plain.05.qfree_global_8,hycomp,unsat,0.015,8.273
ball_count_2d_plain.05.qfree_global_9,hycomp,unsat,0.015,7.5
ball_count_2d_plain.05.redlog_global_0,hycomp,unsat,0.003,5.695
ball_count_2d_plain.05.redlog_global_10,hycomp,unsat,0.054,14.355
ball_count_2d_plain.05.redlog_global_11,hycomp,unsat,0.027,8.531
ball_count_2d_plain.05.redlog_global_12,hycomp,unsat,0.068,15.27
ball_count_2d_plain.05.redlog_global_13,hycomp,unsat,0.027,9.043
ball_count_2d_plain.05.redlog_global_14,hycomp,unsat,0.093,16.848
ball_count_2d_plain.05.redlog_global_15,hycomp,unsat,0.031,9.301
ball_count_2d_plain.05.redlog_global_1,hycomp,unsat,0.005,5.953
ball_count_2d_plain.05.redlog_global_2,hycomp,unsat,0.008,6.73
ball_count_2d_plain.05.redlog_global_3,hycomp,unsat,0.011,6.727
ball_count_2d_plain.05.redlog_global_4,hycomp,unsat,0.012,15.609
ball_count_2d_plain.05.redlog_global_5,hycomp,unsat,0.013,13.355
ball_count_2d_plain.05.redlog_global_6,hycomp,unsat,0.016,8.273
ball_count_2d_plain.05.redlog_global_7,hycomp,unsat,0.016,7.5
ball_count_2d_plain.05.redlog_global_8,hycomp,unsat,0.02,9.047
ball_count_2d_plain.05.redlog_global_9,hycomp,unsat,0.02,8.277
ball_count_2d_plain.05.seq_lazy_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.05.seq_lazy_global_10,hycomp,unsat,0.036,13.367
ball_count_2d_plain.05.seq_lazy_global_11,hycomp,unsat,0.017,7.75
ball_count_2d_plain.05.seq_lazy_global_12,hycomp,unsat,0.043,14.426
ball_count_2d_plain.05.seq_lazy_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.05.seq_lazy_global_14,hycomp,unsat,0.052,15.191
ball_count_2d_plain.05.seq_lazy_global_15,hycomp,unsat,0.022,8.785
ball_count_2d_plain.05.seq_lazy_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.05.seq_lazy_global_2,hycomp,unsat,0.005,7.168
ball_count_2d_plain.05.seq_lazy_global_3,hycomp,unsat,0.007,6.473
ball_count_2d_plain.05.seq_lazy_global_4,hycomp,unsat,0.009,7.754
ball_count_2d_plain.05.seq_lazy_global_5,hycomp,unsat,0.009,6.723
ball_count_2d_plain.05.seq_lazy_global_6,hycomp,unsat,0.013,8.27
ball_count_2d_plain.05.seq_lazy_global_7,hycomp,unsat,0.012,6.98
ball_count_2d_plain.05.seq_lazy_global_8,hycomp,unsat,0.015,8.27
ball_count_2d_plain.05.seq_lazy_global_9,hycomp,unsat,0.014,7.492
ball_count_2d_plain.05.seq_lazy_lemmas_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.05.seq_lazy_lemmas_global_10,hycomp,unsat,0.039,14.145
ball_count_2d_plain.05.seq_lazy_lemmas_global_11,hycomp,unsat,0.021,8.527
ball_count_2d_plain.05.seq_lazy_lemmas_global_12,hycomp,unsat,0.051,15.352
ball_count_2d_plain.05.seq_lazy_lemmas_global_13,hycomp,unsat,0.023,8.785
ball_count_2d_plain.05.seq_lazy_lemmas_global_14,hycomp,unsat,0.064,16.07
ball_count_2d_plain.05.seq_lazy_lemmas_global_15,hycomp,unsat,0.026,9.043
ball_count_2d_plain.05.seq_lazy_lemmas_global_1,hycomp,unsat,0.005,5.949
ball_count_2d_plain.05.seq_lazy_lemmas_global_2,hycomp,unsat,0.007,6.461
ball_count_2d_plain.05.seq_lazy_lemmas_global_3,hycomp,unsat,0.012,6.723
ball_count_2d_plain.05.seq_lazy_lemmas_global_4,hycomp,unsat,0.011,8.012
ball_count_2d_plain.05.seq_lazy_lemmas_global_5,hycomp,unsat,0.012,13.352
ball_count_2d_plain.05.seq_lazy_lemmas_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.05.seq_lazy_lemmas_global_7,hycomp,unsat,0.014,9.938
ball_count_2d_plain.05.seq_lazy_lemmas_global_8,hycomp,unsat,0.017,8.781
ball_count_2d_plain.05.seq_lazy_lemmas_global_9,hycomp,unsat,0.018,8.012
ball_count_2d_plain.05.seq_lazy_linear_enc_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.05.seq_lazy_linear_enc_global_10,hycomp,unsat,0.036,13.375
ball_count_2d_plain.05.seq_lazy_linear_enc_global_11,hycomp,unsat,0.017,7.758
ball_count_2d_plain.05.seq_lazy_linear_enc_global_12,hycomp,unsat,0.043,16.098
ball_count_2d_plain.05.seq_lazy_linear_enc_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.05.seq_lazy_linear_enc_global_14,hycomp,unsat,0.056,15.184
ball_count_2d_plain.05.seq_lazy_linear_enc_global_15,hycomp,unsat,0.021,8.785
ball_count_2d_plain.05.seq_lazy_linear_enc_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.05.seq_lazy_linear_enc_global_2,hycomp,unsat,0.006,6.461
ball_count_2d_plain.05.seq_lazy_linear_enc_global_3,hycomp,unsat,0.006,11.355
ball_count_2d_plain.05.seq_lazy_linear_enc_global_4,hycomp,unsat,0.012,7.754
ball_count_2d_plain.05.seq_lazy_linear_enc_global_5,hycomp,unsat,0.011,6.723
ball_count_2d_plain.05.seq_lazy_linear_enc_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.05.seq_lazy_linear_enc_global_7,hycomp,unsat,0.012,6.98
ball_count_2d_plain.05.seq_lazy_linear_enc_global_8,hycomp,unsat,0.017,8.27
ball_count_2d_plain.05.seq_lazy_linear_enc_global_9,hycomp,unsat,0.013,13.352
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,0.039,14.145
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.02,8.27
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,0.054,15.398
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.023,8.781
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_14,hycomp,unsat,0.064,16.098
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.025,9.035
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.007,6.465
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.008,6.723
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.012,7.754
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.011,6.98
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.015,7.238
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.017,8.527
ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.017,7.754
ball_count_2d_plain.10.qfree_global_0,hycomp,unsat,0.004,11.102
ball_count_2d_plain.10.qfree_global_10,hycomp,unsat,0.017,8.531
ball_count_2d_plain.10.qfree_global_11,hycomp,unsat,0.017,7.758
ball_count_2d_plain.10.qfree_global_12,hycomp,unsat,0.021,9.301
ball_count_2d_plain.10.qfree_global_13,hycomp,unsat,0.022,8.012
ball_count_2d_plain.10.qfree_global_14,hycomp,unsat,0.023,9.562
ball_count_2d_plain.10.qfree_global_15,hycomp,unsat,0.022,8.527
ball_count_2d_plain.10.qfree_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.10.qfree_global_2,hycomp,unsat,0.006,6.211
ball_count_2d_plain.10.qfree_global_3,hycomp,unsat,0.007,6.473
ball_count_2d_plain.10.qfree_global_4,hycomp,unsat,0.009,7.762
ball_count_2d_plain.10.qfree_global_5,hycomp,unsat,0.009,6.727
ball_count_2d_plain.10.qfree_global_6,hycomp,unsat,0.012,8.012
ball_count_2d_plain.10.qfree_global_7,hycomp,unsat,0.012,11.168
ball_count_2d_plain.10.qfree_global_8,hycomp,unsat,0.014,8.273
ball_count_2d_plain.10.qfree_global_9,hycomp,unsat,0.015,7.242
ball_count_2d_plain.10.redlog_global_0,hycomp,unsat,0.003,5.695
ball_count_2d_plain.10.redlog_global_10,hycomp,unsat,0.024,9.562
ball_count_2d_plain.10.redlog_global_11,hycomp,unsat,0.024,8.531
ball_count_2d_plain.10.redlog_global_12,hycomp,unsat,0.028,10.078
ball_count_2d_plain.10.redlog_global_13,hycomp,unsat,0.026,8.789
ball_count_2d_plain.10.redlog_global_14,hycomp,unsat,0.031,10.332
ball_count_2d_plain.10.redlog_global_15,hycomp,unsat,0.029,9.301
ball_count_2d_plain.10.redlog_global_1,hycomp,unsat,0.004,5.953
ball_count_2d_plain.10.redlog_global_2,hycomp,unsat,0.007,6.469
ball_count_2d_plain.10.redlog_global_3,hycomp,unsat,0.009,13.355
ball_count_2d_plain.10.redlog_global_4,hycomp,unsat,0.012,8.016
ball_count_2d_plain.10.redlog_global_5,hycomp,unsat,0.013,7.242
ball_count_2d_plain.10.redlog_global_6,hycomp,unsat,0.015,8.273
ball_count_2d_plain.10.redlog_global_7,hycomp,unsat,0.016,7.5
ball_count_2d_plain.10.redlog_global_8,hycomp,unsat,0.02,14.387
ball_count_2d_plain.10.redlog_global_9,hycomp,unsat,0.02,8.016
ball_count_2d_plain.10.seq_lazy_global_0,hycomp,unsat,0.006,5.688
ball_count_2d_plain.10.seq_lazy_global_10,hycomp,unsat,0.016,8.527
ball_count_2d_plain.10.seq_lazy_global_11,hycomp,unsat,0.016,7.754
ball_count_2d_plain.10.seq_lazy_global_12,hycomp,unsat,0.019,9.043
ball_count_2d_plain.10.seq_lazy_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.10.seq_lazy_global_14,hycomp,unsat,0.023,9.562
ball_count_2d_plain.10.seq_lazy_global_15,hycomp,unsat,0.021,8.523
ball_count_2d_plain.10.seq_lazy_global_1,hycomp,unsat,0.003,5.691
ball_count_2d_plain.10.seq_lazy_global_2,hycomp,unsat,0.006,6.203
ball_count_2d_plain.10.seq_lazy_global_3,hycomp,unsat,0.007,6.465
ball_count_2d_plain.10.seq_lazy_global_4,hycomp,unsat,0.009,7.754
ball_count_2d_plain.10.seq_lazy_global_5,hycomp,unsat,0.01,6.723
ball_count_2d_plain.10.seq_lazy_global_6,hycomp,unsat,0.011,15.605
ball_count_2d_plain.10.seq_lazy_global_7,hycomp,unsat,0.011,6.98
ball_count_2d_plain.10.seq_lazy_global_8,hycomp,unsat,0.012,17.605
ball_count_2d_plain.10.seq_lazy_global_9,hycomp,unsat,0.014,7.492
ball_count_2d_plain.10.seq_lazy_lemmas_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.10.seq_lazy_lemmas_global_10,hycomp,unsat,0.022,9.297
ball_count_2d_plain.10.seq_lazy_lemmas_global_11,hycomp,unsat,0.02,8.27
ball_count_2d_plain.10.seq_lazy_lemmas_global_12,hycomp,unsat,0.024,9.82
ball_count_2d_plain.10.seq_lazy_lemmas_global_13,hycomp,unsat,0.023,8.785
ball_count_2d_plain.10.seq_lazy_lemmas_global_14,hycomp,unsat,0.027,10.066
ball_count_2d_plain.10.seq_lazy_lemmas_global_15,hycomp,unsat,0.026,9.043
ball_count_2d_plain.10.seq_lazy_lemmas_global_1,hycomp,unsat,0.004,5.945
ball_count_2d_plain.10.seq_lazy_lemmas_global_2,hycomp,unsat,0.011,6.465
ball_count_2d_plain.10.seq_lazy_lemmas_global_3,hycomp,unsat,0.009,6.723
ball_count_2d_plain.10.seq_lazy_lemmas_global_4,hycomp,unsat,0.01,6.98
ball_count_2d_plain.10.seq_lazy_lemmas_global_5,hycomp,unsat,0.01,13.352
ball_count_2d_plain.10.seq_lazy_lemmas_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.10.seq_lazy_lemmas_global_7,hycomp,unsat,0.016,17.344
ball_count_2d_plain.10.seq_lazy_lemmas_global_8,hycomp,unsat,0.017,8.781
ball_count_2d_plain.10.seq_lazy_lemmas_global_9,hycomp,unsat,0.017,7.758
ball_count_2d_plain.10.seq_lazy_linear_enc_global_0,hycomp,unsat,0.003,5.688
ball_count_2d_plain.10.seq_lazy_linear_enc_global_10,hycomp,unsat,0.017,8.527
ball_count_2d_plain.10.seq_lazy_linear_enc_global_11,hycomp,unsat,0.015,13.352
ball_count_2d_plain.10.seq_lazy_linear_enc_global_12,hycomp,unsat,0.021,9.043
ball_count_2d_plain.10.seq_lazy_linear_enc_global_13,hycomp,unsat,0.019,8.27
ball_count_2d_plain.10.seq_lazy_linear_enc_global_14,hycomp,unsat,0.023,14.641
ball_count_2d_plain.10.seq_lazy_linear_enc_global_15,hycomp,unsat,0.018,13.352
ball_count_2d_plain.10.seq_lazy_linear_enc_global_1,hycomp,unsat,0.003,5.688
ball_count_2d_plain.10.seq_lazy_linear_enc_global_2,hycomp,unsat,0.006,6.207
ball_count_2d_plain.10.seq_lazy_linear_enc_global_3,hycomp,unsat,0.007,6.465
ball_count_2d_plain.10.seq_lazy_linear_enc_global_4,hycomp,unsat,0.009,7.754
ball_count_2d_plain.10.seq_lazy_linear_enc_global_5,hycomp,unsat,0.009,6.723
ball_count_2d_plain.10.seq_lazy_linear_enc_global_6,hycomp,unsat,0.011,8.012
ball_count_2d_plain.10.seq_lazy_linear_enc_global_7,hycomp,unsat,0.012,6.977
ball_count_2d_plain.10.seq_lazy_linear_enc_global_8,hycomp,unsat,0.015,8.27
ball_count_2d_plain.10.seq_lazy_linear_enc_global_9,hycomp,unsat,0.014,7.496
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat,0.003,5.691
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat,0.021,9.301
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat,0.023,8.27
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat,0.023,10.527
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat,0.023,8.781
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_14,hycomp,unsat,0.027,10.07
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat,0.023,13.352
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat,0.004,5.691
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat,0.006,6.465
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat,0.008,6.723
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat,0.009,6.723
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat,0.011,6.98
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat,0.014,8.27
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat,0.012,11.871
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat,0.016,8.527
ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat,0.016,7.754
ball_count_2d_slope.01.seq_lazy_global_0,hycomp,unsat,0.004,5.93
ball_count_2d_slope.01.seq_lazy_global_10,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_global_11,hycomp,unsat,0.018,7.703
ball_count_2d_slope.01.seq_lazy_global_12,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_global_13,hycomp,unsat,0.021,8.211
ball_count_2d_slope.01.seq_lazy_global_14,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_global_15,hycomp,unsat,0.021,12.621
ball_count_2d_slope.01.seq_lazy_global_1,hycomp,unsat,0.005,6.164
ball_count_2d_slope.01.seq_lazy_global_2,hycomp,unsat,0.027,14.023
ball_count_2d_slope.01.seq_lazy_global_3,hycomp,unsat,0.008,6.426
ball_count_2d_slope.01.seq_lazy_global_4,hycomp,unsat,0.217,25.199
ball_count_2d_slope.01.seq_lazy_global_5,hycomp,unsat,0.01,6.688
ball_count_2d_slope.01.seq_lazy_global_6,hycomp,unsat,23.116,51.703
ball_count_2d_slope.01.seq_lazy_global_7,hycomp,unsat,0.013,7.203
ball_count_2d_slope.01.seq_lazy_global_8,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_global_9,hycomp,unsat,0.018,7.711
ball_count_2d_slope.01.seq_lazy_lemmas_global_0,hycomp,unsat,0.004,5.902
ball_count_2d_slope.01.seq_lazy_lemmas_global_10,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_lemmas_global_11,hycomp,unsat,0.024,8.262
ball_count_2d_slope.01.seq_lazy_lemmas_global_12,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_lemmas_global_13,hycomp,unsat,0.028,9.262
ball_count_2d_slope.01.seq_lazy_lemmas_global_14,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_lemmas_global_15,hycomp,unsat,0.04,9.281
ball_count_2d_slope.01.seq_lazy_lemmas_global_1,hycomp,unsat,0.006,6.168
ball_count_2d_slope.01.seq_lazy_lemmas_global_2,hycomp,unsat,0.028,13.895
ball_count_2d_slope.01.seq_lazy_lemmas_global_3,hycomp,unsat,0.01,6.699
ball_count_2d_slope.01.seq_lazy_lemmas_global_4,hycomp,unsat,0.237,26.953
ball_count_2d_slope.01.seq_lazy_lemmas_global_5,hycomp,unsat,0.013,7.195
ball_count_2d_slope.01.seq_lazy_lemmas_global_6,hycomp,unsat,3.03,42.574
ball_count_2d_slope.01.seq_lazy_lemmas_global_7,hycomp,unsat,0.017,7.727
ball_count_2d_slope.01.seq_lazy_lemmas_global_8,hycomp,timeout,0,0
ball_count_2d_slope.01.seq_lazy_lemmas_global_9,hycomp,unsat,0.021,7.969
ball_count_2d_slope.01.seq_lazy_linear_enc_global_0,hycomp,unsat,0.003,5.91
