benchmark,family,result,time,memory
Chua-2-VC1-L-chunk-0109,meti-tarski,sat,0.012,9.621
Chua-2-VC1-L-chunk-0110,meti-tarski,unsat,0.007,6.57
Chua-2-VC1-L-chunk-0112,meti-tarski,timeout,0,0
Chua-2-VC1-L-chunk-0113,meti-tarski,sat,0.007,8.754
Chua-2-VC1-L-chunk-0114,meti-tarski,sat,0.011,9.414
Chua-2-VC1-L-chunk-0115,meti-tarski,timeout,0,0
Chua-2-VC1-L-chunk-0116,meti-tarski,unsat,0.004,6.148
Chua-2-VC1-L-chunk-0117,meti-tarski,sat,0.011,9.41
Chua-2-VC1-L-chunk-0118,meti-tarski,sat,0.008,8.746
Chua-2-VC1-L-chunk-0119,meti-tarski,sat,0.011,9.414
Chua-2-VC1-L-chunk-0120,meti-tarski,unsat,0.004,6.395
Chua-2-VC1-L-chunk-0122,meti-tarski,timeout,0,0
Chua-2-VC1-L-chunk-0123,meti-tarski,sat,0.007,8.75
Chua-2-VC1-L-chunk-0124,meti-tarski,sat,0.011,9.414
Chua-2-VC1-L-chunk-0125,meti-tarski,unsat,0.006,6.359
Chua-2-VC1-L-chunk-0126,meti-tarski,sat,0.008,8.742
Chua-2-VC1-L-chunk-0127,meti-tarski,sat,0.011,9.445
Chua-2-VC1-L-chunk-0128,meti-tarski,sat,0.007,8.73
Chua-2-VC1-L-chunk-0129,meti-tarski,unsat,0.013,17.5
Chua-2-VC1-U-chunk-0013,meti-tarski,sat,0.008,9.0
Chua-2-VC1-U-chunk-0015,meti-tarski,unsat,0.008,9.156
Chua-2-VC1-U-chunk-0016,meti-tarski,sat,0.011,17.145
Chua-2-VC1-U-chunk-0017,meti-tarski,sat,0.012,19.824
Chua-2-VC1-U-chunk-0018,meti-tarski,sat,0.014,9.48
Chua-2-VC1-U-chunk-0019,meti-tarski,sat,0.01,9.223
Chua-2-VC1-U-chunk-0020,meti-tarski,sat,0.014,9.48
Chua-2-VC1-U-chunk-0021,meti-tarski,sat,0.018,9.734
Chua-2-VC1-U-chunk-0022,meti-tarski,sat,0.016,9.68
Chua-2-VC1-U-chunk-0023,meti-tarski,sat,0.013,9.699
Chua-2-VC1-U-chunk-0024,meti-tarski,sat,0.019,9.676
Chua-2-VC1-U-chunk-0025,meti-tarski,sat,0.014,9.68
Chua-2-VC1-U-chunk-0026,meti-tarski,unsat,0.013,9.887
Chua-2-VC1-U-chunk-0027,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0029,meti-tarski,sat,0.014,9.48
Chua-2-VC1-U-chunk-0030,meti-tarski,sat,0.016,9.75
Chua-2-VC1-U-chunk-0031,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0032,meti-tarski,sat,0.014,9.488
Chua-2-VC1-U-chunk-0033,meti-tarski,sat,0.011,9.496
Chua-2-VC1-U-chunk-0034,meti-tarski,sat,0.012,9.484
Chua-2-VC1-U-chunk-0035,meti-tarski,sat,0.014,9.488
Chua-2-VC1-U-chunk-0036,meti-tarski,sat,0.012,9.484
Chua-2-VC1-U-chunk-0037,meti-tarski,unsat,0.005,6.391
Chua-2-VC1-U-chunk-0038,meti-tarski,sat,0.011,11.422
Chua-2-VC1-U-chunk-0039,meti-tarski,sat,0.013,9.477
Chua-2-VC1-U-chunk-0040,meti-tarski,sat,0.019,9.738
Chua-2-VC1-U-chunk-0041,meti-tarski,unsat,0.005,6.395
Chua-2-VC1-U-chunk-0042,meti-tarski,sat,0.01,9.238
Chua-2-VC1-U-chunk-0043,meti-tarski,sat,0.012,9.234
Chua-2-VC1-U-chunk-0044,meti-tarski,sat,0.015,9.492
Chua-2-VC1-U-chunk-0045,meti-tarski,unsat,0.005,6.152
Chua-2-VC1-U-chunk-0046,meti-tarski,unsat,0.004,6.137
Chua-2-VC1-U-chunk-0048,meti-tarski,unsat,0.013,9.898
Chua-2-VC1-U-chunk-0049,meti-tarski,unsat,0.013,9.887
Chua-2-VC1-U-chunk-0051,meti-tarski,sat,0.008,8.988
Chua-2-VC1-U-chunk-0052,meti-tarski,unsat,21.087,53.801
Chua-2-VC1-U-chunk-0053,meti-tarski,sat,0.011,9.688
Chua-2-VC1-U-chunk-0054,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0055,meti-tarski,unsat,0.012,9.879
Chua-2-VC1-U-chunk-0057,meti-tarski,sat,0.007,8.977
Chua-2-VC1-U-chunk-0058,meti-tarski,unsat,160.096,45.684
Chua-2-VC1-U-chunk-0059,meti-tarski,sat,0.017,9.762
Chua-2-VC1-U-chunk-0060,meti-tarski,sat,0.012,9.48
Chua-2-VC1-U-chunk-0061,meti-tarski,sat,0.016,9.484
Chua-2-VC1-U-chunk-0062,meti-tarski,sat,0.017,9.738
Chua-2-VC1-U-chunk-0064,meti-tarski,sat,0.008,8.746
Chua-2-VC1-U-chunk-0067,meti-tarski,sat,0.012,9.715
Chua-2-VC1-U-chunk-0068,meti-tarski,unsat,0.013,9.457
Chua-2-VC1-U-chunk-0069,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0070,meti-tarski,sat,0.014,9.688
Chua-2-VC1-U-chunk-0071,meti-tarski,unsat,0.031,11.766
Chua-2-VC1-U-chunk-0072,meti-tarski,sat,0.008,8.746
Chua-2-VC1-U-chunk-0073,meti-tarski,sat,0.016,9.742
Chua-2-VC1-U-chunk-0077,meti-tarski,unsat,0.004,6.145
Chua-2-VC1-U-chunk-0079,meti-tarski,unsat,0.004,6.133
Chua-2-VC1-U-chunk-0082,meti-tarski,unsat,0.003,5.949
Chua-2-VC1-U-chunk-0083,meti-tarski,sat,0.013,9.262
Chua-2-VC1-U-chunk-0084,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0085,meti-tarski,sat,0.081,11.113
Chua-2-VC1-U-chunk-0086,meti-tarski,sat,0.019,10.531
Chua-2-VC1-U-chunk-0087,meti-tarski,sat,0.133,11.945
Chua-2-VC1-U-chunk-0088,meti-tarski,sat,0.044,11.82
Chua-2-VC1-U-chunk-0089,meti-tarski,sat,0.163,12.207
Chua-2-VC1-U-chunk-0090,meti-tarski,sat,0.044,11.812
Chua-2-VC1-U-chunk-0091,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0093,meti-tarski,sat,0.032,10.523
Chua-2-VC1-U-chunk-0094,meti-tarski,sat,0.038,11.047
Chua-2-VC1-U-chunk-0095,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0096,meti-tarski,sat,0.031,10.508
Chua-2-VC1-U-chunk-0097,meti-tarski,sat,0.06,11.043
Chua-2-VC1-U-chunk-0098,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0099,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0101,meti-tarski,sat,0.012,9.5
Chua-2-VC1-U-chunk-0102,meti-tarski,sat,0.05,11.484
Chua-2-VC1-U-chunk-0103,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0104,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0107,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0109,meti-tarski,sat,0.024,10.523
Chua-2-VC1-U-chunk-0110,meti-tarski,sat,0.021,10.535
Chua-2-VC1-U-chunk-0116,meti-tarski,sat,0.006,8.508
Chua-2-VC1-U-chunk-0117,meti-tarski,unsat,0.009,11.211
Chua-2-VC1-U-chunk-0118,meti-tarski,sat,0.008,19.848
Chua-2-VC1-U-chunk-0119,meti-tarski,unsat,0.012,10.031
Chua-2-VC1-U-chunk-0120,meti-tarski,timeout,0,0
Chua-2-VC1-U-chunk-0121,meti-tarski,sat,0.07,12.727
Chua-2-VC1-U-chunk-0122,meti-tarski,sat,0.039,11.539
Chua-2-VC1-U-chunk-0123,meti-tarski,timeout,0,0
Chua-2-VC2-L-chunk-0009,meti-tarski,sat,0.006,8.52
Chua-2-VC2-L-chunk-0011,meti-tarski,sat,0.007,8.535
Chua-2-VC2-L-chunk-0012,meti-tarski,sat,0.007,8.523
Chua-2-VC2-L-chunk-0013,meti-tarski,sat,0.008,8.531
Chua-2-VC2-L-chunk-0015,meti-tarski,sat,0.007,8.523
Chua-2-VC2-L-chunk-0016,meti-tarski,timeout,0,0
Chua-2-VC2-L-chunk-0018,meti-tarski,sat,0.006,8.52
Chua-2-VC2-L-chunk-0020,meti-tarski,sat,0.006,8.531
Chua-2-VC2-L-chunk-0021,meti-tarski,sat,0.009,8.535
Chua-2-VC2-L-chunk-0022,meti-tarski,sat,0.007,8.527
Chua-2-VC2-L-chunk-0023,meti-tarski,sat,0.006,8.52
Chua-2-VC2-L-chunk-0027,meti-tarski,unsat,0.003,5.953
Chua-2-VC2-L-chunk-0028,meti-tarski,unsat,0.004,5.953
Chua-2-VC2-L-chunk-0029,meti-tarski,sat,0.006,8.527
Chua-2-VC2-L-chunk-0030,meti-tarski,unsat,0.003,5.953
Chua-2-VC2-L-chunk-0032,meti-tarski,unsat,0.003,5.953
Chua-2-VC2-L-chunk-0033,meti-tarski,sat,0.008,8.52
Chua-2-VC2-L-chunk-0034,meti-tarski,sat,0.007,8.516
Chua-2-VC2-L-chunk-0035,meti-tarski,sat,0.006,8.516
Chua-2-VC2-L-chunk-0036,meti-tarski,unsat,0.003,5.957
Chua-2-VC2-L-chunk-0037,meti-tarski,sat,0.007,8.504
Chua-2-VC2-L-chunk-0038,meti-tarski,unsat,0.025,22.211
Chua-2-VC2-L-chunk-0039,meti-tarski,unsat,0.007,8.504
Chua-2-VC2-L-chunk-0040,meti-tarski,sat,0.004,6.418
Chua-2-VC2-L-chunk-0041,meti-tarski,unsat,0.003,6.16
Chua-2-VC2-L-chunk-0042,meti-tarski,sat,0.009,9.723
Chua-2-VC2-L-chunk-0043,meti-tarski,unsat,0.035,15.883
Chua-2-VC2-L-chunk-0045,meti-tarski,sat,0.009,8.52
Chua-2-VC2-L-chunk-0046,meti-tarski,unsat,0.003,5.949
Chua-2-VC2-L-chunk-0047,meti-tarski,sat,0.007,8.52
Chua-2-VC2-L-chunk-0049,meti-tarski,unsat,0.003,5.953
Chua-2-VC2-L-chunk-0050,meti-tarski,sat,0.007,8.523
Chua-2-VC2-L-chunk-0051,meti-tarski,unsat,0.006,7.492
Chua-2-VC2-L-chunk-0052,meti-tarski,unsat,0.009,9.148
Chua-2-VC2-L-chunk-0053,meti-tarski,sat,0.009,8.984
Chua-2-VC2-L-chunk-0054,meti-tarski,sat,0.01,22.191
Chua-2-VC2-L-chunk-0055,meti-tarski,sat,0.008,8.965
Chua-2-VC2-L-chunk-0056,meti-tarski,sat,0.004,6.375
Chua-2-VC2-L-chunk-0057,meti-tarski,unsat,0.01,10.348
Chua-2-VC2-L-chunk-0058,meti-tarski,unsat,0.007,7.922
Chua-2-VC2-L-chunk-0059,meti-tarski,sat,0.01,10.184
Chua-2-VC2-L-chunk-0060,meti-tarski,sat,0.009,8.961
Chua-2-VC2-L-chunk-0061,meti-tarski,unsat,0.015,15.023
Chua-2-VC2-L-chunk-0062,meti-tarski,sat,0.004,6.195
Chua-2-VC2-L-chunk-0063,meti-tarski,unsat,0.007,19.809
Chua-2-VC2-L-chunk-0064,meti-tarski,unsat,0.004,5.957
Chua-2-VC2-L-chunk-0066,meti-tarski,sat,0.008,8.738
Chua-2-VC2-L-chunk-0067,meti-tarski,unsat,0.011,9.004
Chua-2-VC2-L-chunk-0068,meti-tarski,timeout,0,0
Chua-2-VC2-L-chunk-0069,meti-tarski,sat,0.009,8.984
Chua-2-VC2-L-chunk-0070,meti-tarski,unsat,0.015,10.055
Chua-2-VC2-U-chunk-0016,meti-tarski,sat,0.011,9.246
Chua-2-VC2-U-chunk-0017,meti-tarski,sat,0.015,23.605
Chua-2-VC2-U-chunk-0018,meti-tarski,sat,0.018,9.762
Chua-2-VC2-U-chunk-0019,meti-tarski,sat,0.01,16.395
Chua-2-VC2-U-chunk-0020,meti-tarski,sat,0.014,9.246
Chua-2-VC2-U-chunk-0021,meti-tarski,sat,0.014,9.504
Chua-2-VC2-U-chunk-0022,meti-tarski,sat,0.015,9.672
Chua-2-VC2-U-chunk-0023,meti-tarski,sat,0.013,9.719
Chua-2-VC2-U-chunk-0024,meti-tarski,sat,0.014,21.824
Chua-2-VC2-U-chunk-0025,meti-tarski,sat,0.014,22.027
Chua-2-VC2-U-chunk-0026,meti-tarski,unsat,0.013,9.867
Chua-2-VC2-U-chunk-0027,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0029,meti-tarski,sat,0.013,9.504
Chua-2-VC2-U-chunk-0030,meti-tarski,sat,0.017,9.742
Chua-2-VC2-U-chunk-0031,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0032,meti-tarski,sat,0.012,9.25
Chua-2-VC2-U-chunk-0033,meti-tarski,sat,0.011,9.246
Chua-2-VC2-U-chunk-0034,meti-tarski,sat,0.016,9.25
Chua-2-VC2-U-chunk-0035,meti-tarski,sat,0.013,10.465
Chua-2-VC2-U-chunk-0036,meti-tarski,sat,0.011,9.504
Chua-2-VC2-U-chunk-0037,meti-tarski,unsat,0.005,6.41
Chua-2-VC2-U-chunk-0038,meti-tarski,sat,0.011,9.242
Chua-2-VC2-U-chunk-0039,meti-tarski,sat,0.015,9.492
Chua-2-VC2-U-chunk-0040,meti-tarski,sat,0.022,9.734
Chua-2-VC2-U-chunk-0041,meti-tarski,unsat,0.005,6.406
Chua-2-VC2-U-chunk-0042,meti-tarski,sat,0.012,9.242
Chua-2-VC2-U-chunk-0043,meti-tarski,sat,0.01,9.23
Chua-2-VC2-U-chunk-0044,meti-tarski,sat,0.015,21.84
Chua-2-VC2-U-chunk-0045,meti-tarski,unsat,0.004,6.152
Chua-2-VC2-U-chunk-0046,meti-tarski,unsat,0.004,10.852
Chua-2-VC2-U-chunk-0048,meti-tarski,unsat,0.015,9.883
Chua-2-VC2-U-chunk-0049,meti-tarski,unsat,0.011,9.855
Chua-2-VC2-U-chunk-0051,meti-tarski,sat,0.008,9.0
Chua-2-VC2-U-chunk-0052,meti-tarski,unsat,4.284,32.027
Chua-2-VC2-U-chunk-0053,meti-tarski,sat,0.011,9.68
Chua-2-VC2-U-chunk-0054,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0055,meti-tarski,unsat,0.012,9.918
Chua-2-VC2-U-chunk-0057,meti-tarski,sat,0.009,8.977
Chua-2-VC2-U-chunk-0058,meti-tarski,unsat,230.12,100.746
Chua-2-VC2-U-chunk-0059,meti-tarski,sat,0.015,12.469
Chua-2-VC2-U-chunk-0064,meti-tarski,sat,0.012,9.73
Chua-2-VC2-U-chunk-0065,meti-tarski,unsat,0.012,9.684
Chua-2-VC2-U-chunk-0066,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0067,meti-tarski,sat,0.014,9.684
Chua-2-VC2-U-chunk-0068,meti-tarski,unsat,0.031,11.629
Chua-2-VC2-U-chunk-0070,meti-tarski,sat,0.018,9.762
Chua-2-VC2-U-chunk-0071,meti-tarski,sat,0.018,9.758
Chua-2-VC2-U-chunk-0072,meti-tarski,sat,0.014,9.242
Chua-2-VC2-U-chunk-0073,meti-tarski,sat,0.014,9.504
Chua-2-VC2-U-chunk-0077,meti-tarski,unsat,0.005,6.152
Chua-2-VC2-U-chunk-0079,meti-tarski,unsat,0.004,6.148
Chua-2-VC2-U-chunk-0085,meti-tarski,sat,0.022,10.5
Chua-2-VC2-U-chunk-0086,meti-tarski,sat,0.032,11.02
Chua-2-VC2-U-chunk-0087,meti-tarski,sat,0.133,12.312
Chua-2-VC2-U-chunk-0088,meti-tarski,sat,0.064,11.75
Chua-2-VC2-U-chunk-0089,meti-tarski,sat,0.17,12.211
Chua-2-VC2-U-chunk-0090,meti-tarski,sat,0.027,11.234
Chua-2-VC2-U-chunk-0091,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0093,meti-tarski,sat,0.03,10.5
Chua-2-VC2-U-chunk-0094,meti-tarski,sat,0.048,11.27
Chua-2-VC2-U-chunk-0095,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0096,meti-tarski,sat,0.028,10.504
Chua-2-VC2-U-chunk-0097,meti-tarski,sat,0.073,11.273
Chua-2-VC2-U-chunk-0098,meti-tarski,sat,0.035,10.484
Chua-2-VC2-U-chunk-0099,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0100,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0102,meti-tarski,sat,0.013,9.508
Chua-2-VC2-U-chunk-0103,meti-tarski,sat,0.03,11.25
Chua-2-VC2-U-chunk-0104,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0105,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0108,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0110,meti-tarski,sat,0.033,10.746
Chua-2-VC2-U-chunk-0111,meti-tarski,sat,0.086,10.996
Chua-2-VC2-U-chunk-0112,meti-tarski,unsat,0.007,6.637
Chua-2-VC2-U-chunk-0113,meti-tarski,sat,0.033,11.02
Chua-2-VC2-U-chunk-0114,meti-tarski,unsat,0.007,6.625
Chua-2-VC2-U-chunk-0116,meti-tarski,sat,0.048,11.02
Chua-2-VC2-U-chunk-0117,meti-tarski,unsat,0.006,10.047
Chua-2-VC2-U-chunk-0118,meti-tarski,sat,0.044,11.281
Chua-2-VC2-U-chunk-0119,meti-tarski,sat,0.038,11.262
Chua-2-VC2-U-chunk-0123,meti-tarski,sat,0.019,10.48
Chua-2-VC2-U-chunk-0124,meti-tarski,unsat,0.017,10.457
Chua-2-VC2-U-chunk-0127,meti-tarski,sat,0.022,10.734
Chua-2-VC2-U-chunk-0128,meti-tarski,unsat,0.026,11.984
Chua-2-VC2-U-chunk-0130,meti-tarski,sat,0.011,9.277
Chua-2-VC2-U-chunk-0132,meti-tarski,sat,0.035,11.48
Chua-2-VC2-U-chunk-0133,meti-tarski,unsat,0.048,12.523
Chua-2-VC2-U-chunk-0134,meti-tarski,timeout,0,0
Chua-2-VC2-U-chunk-0135,meti-tarski,unsat,0.009,6.621
CMOS-opamp-chunk-0017,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.003,5.184
CMOS-opamp-chunk-0021,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.188
CMOS-opamp-chunk-0023,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0025,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0028,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.18
CMOS-opamp-chunk-0029,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0030,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0035,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0038,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0040,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.003,5.18
CMOS-opamp-chunk-0042,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.003,5.184
CMOS-opamp-chunk-0044,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0045,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.18
CMOS-opamp-chunk-0047,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0049,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.188
CMOS-opamp-chunk-0050,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0051,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0052,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0053,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0054,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0055,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,10.789
CMOS-opamp-chunk-0057,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,10.848
CMOS-opamp-chunk-0059,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.18
CMOS-opamp-chunk-0062,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0063,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.18
CMOS-opamp-chunk-0064,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0065,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0066,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0067,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0068,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.188
CMOS-opamp-chunk-0070,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0071,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0073,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.188
CMOS-opamp-chunk-0074,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.18
CMOS-opamp-chunk-0076,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0077,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0078,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,6.922
CMOS-opamp-chunk-0079,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0080,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0081,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0082,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,10.844
CMOS-opamp-chunk-0083,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0085,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.004,5.184
CMOS-opamp-chunk-0086,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0087,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0088,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0089,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0090,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.004,5.184
CMOS-opamp-chunk-0091,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0092,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0093,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0094,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0095,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0096,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,10.848
CMOS-opamp-chunk-0098,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.001,6.148
CMOS-opamp-chunk-0099,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0100,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.188
CMOS-opamp-chunk-0101,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0102,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0103,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0104,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0105,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0107,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0108,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.001,8.852
CMOS-opamp-chunk-0110,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,10.848
CMOS-opamp-chunk-0111,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0112,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0113,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0115,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.18
CMOS-opamp-chunk-0116,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0117,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0118,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0119,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0122,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.003,5.184
CMOS-opamp-chunk-0125,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0126,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.004,5.18
CMOS-opamp-chunk-0127,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0128,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.188
CMOS-opamp-chunk-0130,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0131,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0133,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,6.406
CMOS-opamp-chunk-0135,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0136,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0137,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,10.848
CMOS-opamp-chunk-0138,meti-tarski,"(error ""`pi' is already defined (line: 23)"")",0.002,5.184
CMOS-opamp-chunk-0140,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.003,5.184
CMOS-opamp-chunk-0141,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0142,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0143,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,10.848
CMOS-opamp-chunk-0144,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,6.406
CMOS-opamp-chunk-0145,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.184
CMOS-opamp-chunk-0146,meti-tarski,"(error ""`pi' is already defined (line: 24)"")",0.002,5.188
